1.9548e-05	        0 -0.785398        -0  -2.18166        -0   1.39626        -0	    0.286731 -4.90113e-12     0.662709
0.00105349	        0 -0.785402     6e-06  -2.18167     8e-06   1.39628     6e-06	   0.286731 3.52541e-06    0.662707
0.00210017	    1e-06 -0.785414   2.2e-05   -2.1817   3.2e-05   1.39631   2.2e-05	   0.286733 1.35164e-05    0.662699
0.00309891	    1e-06 -0.785433     5e-05  -2.18176   7.2e-05   1.39638   4.9e-05	   0.286735 3.02709e-05    0.662687
0.00407128	    3e-06 -0.785459   8.9e-05  -2.18183  0.000128   1.39647   8.8e-05	   0.286739 5.42122e-05    0.662669
0.0050529	    4e-06 -0.785493  0.000139  -2.18192  0.000199   1.39659  0.000137	   0.286744 8.43653e-05    0.662647
0.00610161	    6e-06 -0.785534    0.0002  -2.18204  0.000286   1.39673  0.000197	    0.28675 0.000121416    0.662619
0.00705491	    8e-06 -0.785583  0.000272  -2.18217  0.000389   1.39689  0.000268	   0.286757 0.000165075    0.662587
0.00807465	    1e-05 -0.785638  0.000355  -2.18233  0.000507   1.39708  0.000349	   0.286766 0.000215228    0.662549
0.00905367	  1.3e-05 -0.785701  0.000449   -2.1825  0.000641    1.3973  0.000441	   0.286774 0.000272271    0.662507
0.0100814	 1.6e-05 -0.78577 0.000553  -2.1827  0.00079  1.39754 0.000544	   0.286785 0.000335367     0.66246
0.011054	  1.9e-05 -0.785846  0.000668  -2.18291  0.000955    1.3978  0.000657	   0.286796 0.000405061    0.662408
0.0121096	  2.3e-05 -0.785928  0.000794  -2.18315  0.001135   1.39808   0.00078	   0.286809 0.000481524    0.662351
0.0130538	  2.7e-05 -0.786017  0.000931   -2.1834   0.00133   1.39839  0.000914	   0.286823 0.000564464    0.662289
0.0141335	  3.2e-05 -0.786113  0.001078  -2.18367   0.00154   1.39873  0.001058	  0.286837 0.00065373   0.662222
0.0150988	  3.6e-05 -0.786214  0.001236  -2.18396  0.001765   1.39908  0.001213	   0.286853 0.000749179    0.662151
0.0161013	  4.1e-05 -0.786322  0.001404  -2.18427  0.002005   1.39946  0.001377	    0.28687 0.000850944    0.662075
0.017054	  4.7e-05 -0.786436  0.001583   -2.1846   0.00226   1.39986  0.001552	   0.286888 0.000959457    0.661994
